empid,promoted,training,manager,raise,salary,children,mstatus,age,sex,edu,vacation,weight,height,hrfriend,cxofriend,insurance,flexspend,retcont,race,disthome,testscore
383,No,No,No,No,$20-$40k,2,single,51,Male,14,9,139.02,70.37,Yes,Yes,Medicaid,No,Yes,white,34,71.5
384,No,Yes,No,Yes,Under $20k,0,married,42,Female,6,13,193.96,61.28,Yes,Yes,Covered & Medicaid,No,No,white,27,52.5
392,Yes,Yes,No,No,Under $20k,2,married,32,Female,11,9,265.13,75.66,Yes,No,Medicaid,Yes,No,black,22,65.5
394,No,No,No,Yes,Under $20k,1,divorced,47,Female,12,12,143.51,59.75,No,Yes,Medicaid,No,No,white,19,61.5
396,Yes,No,No,Yes,Under $20k,1,single,37,Male,14,9,181.76,67.49,No,No,Medicaid,Yes,No,white,21,94.5
397,Yes,No,No,No,Under $20k,2,divorced,41,Female,11,10,304.49,56.75,No,No,Covered,No,No,white,16,67.5
399,Yes,Yes,No,Yes,$20-$40k,3,married,47,Female,10,10,142.74,52.96,Yes,Yes,Medicaid,No,No,other,25,54.5
400,Yes,Yes,Yes,No,$40-$80k,1,single,41,Male,11,11,264.88,69.9,No,Yes,Covered,Yes,No,white,20,71.5
403,Yes,Yes,No,No,Under $20k,2,divorced,42,Male,12,7,160.97,69.09,No,Yes,Medicaid,No,No,black,4,56
406,No,Yes,No,No,$20-$40k,1,single,43,Female,9,8,126.5,55.41,No,Yes,Covered,No,Yes,white,27,48.5
408,Yes,Yes,No,No,Under $20k,1,married,50,Male,9,7,153.9,68.29,No,No,Medicaid,No,No,black,13,73
409,Yes,No,No,No,Under $20k,1,single,18,Female,11,14,185.93,70.62,Yes,Yes,Other,No,Yes,white,19,79
410,No,No,No,No,$20-$40k,1,single,55,Female,12,13,100.63,54.86,No,No,Covered & Medicaid,No,Yes,white,19,47.5
413,No,Yes,No,No,$20-$40k,4,married,45,Female,15,10,219.13,62.04,Yes,Yes,Covered,No,No,white,26,28.5
414,No,No,No,No,Under $20k,2,single,62,Female,10,10,119.29,60.53,Yes,No,Medicare,Yes,No,white,31,76
416,Yes,Yes,No,Yes,$20-$40k,0,single,46,Male,11,8,190.73,69.9,Yes,Yes,Medicaid,No,No,white,17,48
417,Yes,No,No,No,Under $20k,0,single,60,Female,11,7,84.14,58.12,No,Yes,Medicaid,No,No,white,15,65
419,No,No,No,No,$20-$40k,2,married,44,Female,16,8,159.79,66.58,No,Yes,Medicaid,No,No,white,32,34
422,Yes,Yes,No,No,Under $20k,2,single,50,Male,8,12,142.36,63.47,No,Yes,Medicaid,No,No,black,5,57
423,Yes,No,No,No,Under $20k,2,single,40,Female,11,13,119.28,56.75,No,Yes,Covered,No,No,black,37,55.5
427,Yes,Yes,No,No,Under $20k,2,single,53,Female,8,9,241.94,70.36,Yes,Yes,Covered & Medicaid,No,No,black,17,69
428,Yes,No,No,Yes,Under $20k,0,single,52,Female,12,8,132.5,65.09,Yes,Yes,Covered & Medicaid,Yes,No,white,25,84
429,No,Yes,No,No,$20-$40k,2,divorced,49,Male,16,13,177.54,77.93,No,Yes,Covered & Medicaid,No,No,white,23,17
433,Yes,No,No,Yes,$20-$40k,1,divorced,45,Female,12,9,113.58,58.12,No,No,Covered,No,No,white,29,83
434,Yes,No,No,No,Under $20k,1,divorced,42,Female,11,9,182.47,59.93,No,Yes,Medicaid,No,Yes,white,24,80
437,Yes,No,No,No,$20-$40k,0,married,26,Male,12,12,154.77,58.65,Yes,Yes,Covered,No,Yes,white,24,53.5
438,Yes,Yes,No,Yes,Under $20k,1,single,48,Male,12,14,171.19,61.06,Yes,No,Other,No,No,white,8,69.5
439,No,Yes,No,No,Under $20k,0,single,53,Male,12,9,163.88,58.65,Yes,Yes,Covered & Medicaid,No,No,white,1,31.5
440,Yes,No,No,No,Under $20k,0,single,59,Female,10,9,200.02,68.09,No,No,Medicaid,Yes,Yes,black,16,67
441,Yes,Yes,No,No,Under $20k,2,single,55,Male,10,14,207.01,57.04,Yes,No,Covered & Medicaid,Yes,No,white,18,77
443,No,Yes,No,No,$40-$80k,1,married,49,Male,15,10,218.97,64.27,Yes,No,Covered,Yes,No,white,5,35
444,Yes,No,No,No,Under $20k,2,single,53,Male,12,6,92.56,60.26,No,Yes,Covered,No,No,black,38,83
445,Yes,No,No,No,$40-$80k,0,divorced,51,Male,8,8,152.84,65.03,Yes,Yes,Covered,No,No,white,40,80
447,Yes,No,No,No,Under $20k,0,single,44,Male,11,17,117.24,66.91,Yes,No,Medicaid,Yes,No,white,17,83.5
448,Yes,No,No,No,$20-$40k,1,married,52,Female,12,9,135.26,59.21,No,Yes,Medicaid,No,Yes,white,39,67
449,Yes,No,No,No,Under $20k,1,single,55,Male,11,10,128.78,58.26,No,No,Medicaid,Yes,No,other,36,56.5
450,Yes,No,No,No,Under $20k,1,single,58,Female,12,15,111.76,59.58,Yes,Yes,Covered & Medicaid,Yes,No,black,18,67
452,Yes,No,No,No,$20-$40k,0,single,47,Male,12,12,156.54,81.14,Yes,Yes,Covered,No,No,white,40,74
453,No,No,No,No,Under $20k,2,single,48,Male,12,8,171.85,72.31,Yes,No,Medicaid,Yes,No,white,32,57
455,Yes,No,No,Yes,Under $20k,0,divorced,47,Male,8,9,209.39,61.06,Yes,Yes,Covered & Medicaid,No,No,white,15,73
459,Yes,No,No,No,Under $20k,2,divorced,27,Female,12,7,99.02,53.72,Yes,Yes,Medicaid,No,No,black,12,53.5
461,Yes,No,Yes,No,$40-$80k,1,divorced,39,Male,12,12,208.04,73.11,No,No,Covered,No,No,white,20,71
466,Yes,Yes,No,Yes,Under $20k,1,divorced,54,Female,8,9,168.97,59.75,Yes,Yes,Covered & Medicaid,No,No,white,13,72
467,No,No,No,No,Under $20k,0,single,28,Female,12,15,109.35,57.58,Yes,Yes,Covered,No,No,white,26,27.5
468,No,No,Yes,Yes,$40-$80k,2,single,27,Female,12,14,153.05,54.32,No,No,Covered,No,No,white,24,67.5
469,No,No,No,Yes,Under $20k,1,single,53,Female,10,9,103.29,66.81,No,Yes,Medicaid,No,No,white,39,54
471,Yes,No,No,No,$20-$40k,2,single,66,Male,14,8,118.25,61.86,Yes,No,Medicare,Yes,No,white,15,63
472,Yes,Yes,No,Yes,Under $20k,0,divorced,42,Female,5,11,146.17,63.01,No,Yes,Covered,Yes,No,black,28,61
474,No,Yes,Yes,No,> $80k,1,single,35,Female,12,7,206.8,76.42,No,No,Covered,No,Yes,white,12,41
475,Yes,Yes,Yes,Yes,> $80k,2,divorced,53,Male,16,10,208.04,61.06,No,Yes,Covered,Yes,No,white,6,60.5
476,No,No,No,No,Under $20k,1,single,24,Male,10,8,173,58.83,Yes,No,Medicaid,No,No,white,11,51.5
481,Yes,No,No,No,Under $20k,1,single,49,Male,10,12,201.05,60.26,Yes,No,Medicaid,No,No,white,12,59.5
485,No,No,No,No,Under $20k,0,single,50,Female,8,10,196.72,53.72,No,No,Medicaid,Yes,No,black,29,51
486,No,No,Yes,Yes,> $80k,1,single,34,Male,16,15,164.73,79.54,No,No,Covered,No,Yes,white,35,41.5
487,Yes,No,No,No,$20-$40k,4,married,46,Male,16,9,164.97,61.86,Yes,Yes,Medicaid,No,Yes,white,34,71.5
489,Yes,No,Yes,No,> $80k,1,single,62,Female,16,6,103.37,63.55,Yes,No,Medicare,Yes,No,white,24,71
490,Yes,Yes,No,No,Under $20k,1,single,48,Male,10,8,111.44,60.26,Yes,No,Medicaid,No,No,white,10,48.5
491,No,Yes,No,Yes,$40-$80k,4,married,24,Male,16,7,148.49,61.14,No,Yes,Covered,No,Yes,other,8,37.5
492,Yes,No,No,Yes,$40-$80k,2,single,36,Male,15,15,230.75,66.68,No,Yes,Covered,No,No,white,33,97.5
495,Yes,Yes,No,Yes,Under $20k,0,single,56,Male,14,9,122.53,65.76,Yes,Yes,Covered & Medicaid,Yes,Yes,white,22,71
500,No,No,No,Yes,$20-$40k,0,married,50,Male,18,7,139.23,78.73,No,No,Covered & Medicaid,No,No,white,12,31
502,No,No,No,No,Under $20k,4,married,47,Female,7,7,145.9,59.75,Yes,Yes,Covered & Medicaid,No,No,black,32,53.5
504,Yes,No,No,Yes,Under $20k,2,divorced,52,Male,13,10,170.79,65.4,Yes,Yes,Medicaid,No,No,white,29,74
505,No,Yes,No,Yes,$40-$80k,4,married,56,Female,12,8,150.77,62.04,No,No,Covered,No,No,white,28,37
507,Yes,Yes,No,No,Under $20k,2,married,53,Female,6,9,230.7,64.31,Yes,No,Covered & Medicaid,No,No,white,15,54
509,No,No,No,No,Under $20k,0,single,19,Female,12,11,170.95,70.36,Yes,Yes,Medicaid,No,Yes,black,20,79.5
510,No,No,No,Yes,Under $20k,1,single,29,Male,12,15,199.66,79.54,No,Yes,Medicaid,No,Yes,white,18,57
513,Yes,Yes,No,Yes,Under $20k,1,single,49,Female,4,12,134.12,65.18,No,Yes,Medicaid,No,No,other,4,66.5
514,No,No,No,No,Under $20k,0,divorced,55,Female,8,7,98.43,58.26,Yes,No,Medicaid,No,No,white,36,29.5
516,Yes,No,No,No,Under $20k,1,divorced,53,Male,8,12,189.01,73.91,Yes,Yes,Medicaid,No,No,white,37,78
517,Yes,Yes,No,Yes,Under $20k,2,divorced,54,Female,12,8,158.91,63.01,Yes,No,Medicaid,No,No,black,1,60
518,Yes,No,No,No,Under $20k,1,divorced,37,Male,14,8,179.15,62.67,Yes,Yes,Other,No,Yes,other,26,71
519,Yes,Yes,No,No,Under $20k,1,single,53,Female,6,8,129,61.28,No,No,Medicaid,Yes,No,black,16,56
520,Yes,Yes,No,No,Under $20k,0,single,52,Male,10,11,179.59,62.67,Yes,Yes,Medicaid,No,No,white,22,51
521,No,No,No,Yes,Under $20k,2,divorced,59,Female,8,12,152.04,55.23,Yes,No,Covered & Medicaid,No,No,white,36,65
522,Yes,No,No,Yes,$20-$40k,0,single,56,Male,17,11,120.95,57.04,Yes,No,Covered & Medicaid,No,No,white,35,71.5
524,Yes,Yes,Yes,No,> $80k,1,single,43,Male,12,13,156.28,79.54,No,No,Covered,Yes,No,white,30,55
527,No,Yes,No,Yes,Under $20k,2,single,58,Male,8,16,150.85,77.93,No,No,Covered & Medicaid,No,No,white,23,32
528,Yes,Yes,No,Yes,Under $20k,0,divorced,36,Female,14,10,148.09,63.01,Yes,No,Covered,No,No,white,12,76
530,Yes,No,Yes,Yes,$40-$80k,2,single,44,Male,12,13,191.88,63.59,Yes,No,Covered,No,No,white,26,46
531,No,Yes,No,No,$20-$40k,0,single,47,Male,16,9,142.98,66.68,No,Yes,Medicaid,Yes,No,white,22,68.5
532,No,No,No,Yes,$20-$40k,1,single,45,Male,12,16,218.82,65.88,No,No,Covered,No,Yes,white,15,44.5
533,No,No,No,No,Under $20k,0,single,31,Male,12,11,110.04,68.29,No,No,Medicaid,No,No,white,26,67
536,Yes,No,No,No,$40-$80k,1,single,42,Male,12,12,102.89,58.83,Yes,Yes,Covered,No,Yes,white,35,60
538,Yes,No,No,Yes,Under $20k,2,divorced,44,Male,8,11,148.49,72.33,Yes,Yes,Medicaid,No,No,white,17,69.5
539,Yes,Yes,No,Yes,Under $20k,1,single,18,Male,11,12,182.01,57.04,Yes,No,Other,No,No,white,15,60
540,Yes,Yes,No,No,$40-$80k,4,married,33,Male,14,12,182.79,81.14,Yes,Yes,Covered,Yes,No,other,2,63.5
541,No,No,No,Yes,Under $20k,1,divorced,60,Male,8,11,131.16,73.11,Yes,No,Medicaid,No,No,black,15,85
542,Yes,Yes,No,No,Under $20k,0,single,48,Female,8,9,160.19,64.31,No,Yes,Medicaid,Yes,No,white,25,59
543,Yes,No,No,No,Under $20k,1,single,36,Male,14,10,138.37,65.88,No,No,Covered,No,No,white,18,69.5
546,No,No,Yes,No,$40-$80k,1,single,41,Female,13,14,146.92,68.99,No,Yes,Covered,No,Yes,white,25,89
547,Yes,Yes,No,No,Under $20k,2,single,56,Female,10,15,156.79,54.86,Yes,No,Covered & Medicaid,Yes,No,white,10,54.5
549,No,No,No,Yes,Under $20k,1,single,50,Female,10,6,150.96,55.99,Yes,Yes,Covered & Medicaid,No,No,white,38,43.5
550,Yes,No,No,Yes,Under $20k,1,single,53,Female,9,6,214.48,62.04,Yes,Yes,Covered & Medicaid,No,No,white,27,71
551,Yes,Yes,No,No,$20-$40k,2,divorced,48,Male,8,11,186.91,61.86,No,Yes,Medicaid,No,No,white,6,76
552,Yes,No,No,No,Under $20k,2,married,51,Male,3,8,256.7,73.11,No,No,Covered & Medicaid,Yes,No,white,38,74
555,Yes,No,No,Yes,$40-$80k,2,divorced,53,Male,12,9,164.41,57.04,Yes,No,Covered,No,No,white,32,86
557,Yes,Yes,No,Yes,$20-$40k,1,married,36,Female,12,11,132.28,65.74,Yes,Yes,Medicaid,No,No,black,28,62
560,No,No,No,No,Under $20k,1,single,56,Female,8,9,109.81,55.23,No,No,Medicaid,Yes,No,black,17,46.5
561,No,Yes,No,No,Under $20k,5,married,38,Male,14,7,174.06,64.27,Yes,Yes,Medicaid,Yes,No,black,16,53.5
562,Yes,No,No,Yes,Under $20k,1,single,47,Male,9,10,105.72,61.72,Yes,No,Covered,No,No,black,37,56.5
563,No,No,No,No,$40-$80k,1,single,62,Female,12,8,99.86,66.81,No,No,Medicare,No,No,white,16,55
564,No,No,No,No,$20-$40k,0,married,47,Female,12,9,264.11,71.88,No,Yes,Medicaid,No,No,white,39,29.5
565,Yes,Yes,No,No,Under $20k,0,single,35,Female,8,15,161.92,56.75,Yes,No,Other,No,Yes,white,18,68.5
566,Yes,No,Yes,Yes,$40-$80k,2,divorced,48,Male,12,6,191.86,77.93,Yes,No,Covered,No,No,white,29,47.5
568,Yes,Yes,No,No,Under $20k,4,married,51,Male,12,11,184.95,66.68,No,Yes,Covered & Medicaid,Yes,No,white,14,70
570,Yes,Yes,No,Yes,Under $20k,1,single,18,Female,11,15,111.2,55.95,No,No,Medicaid,No,No,white,1,52.5
571,Yes,No,Yes,Yes,> $80k,1,divorced,38,Male,18,9,177.8,65.76,Yes,Yes,Covered,No,No,white,39,70
573,Yes,Yes,No,No,$40-$80k,1,single,28,Female,15,12,116.36,66.27,Yes,Yes,Covered,No,No,white,30,44
574,Yes,No,No,Yes,Under $20k,0,single,55,Female,8,11,148.79,59.77,No,Yes,Covered & Medicaid,No,Yes,white,13,58.5
575,Yes,No,No,No,Under $20k,3,married,31,Female,8,7,163.6,70.36,No,No,Medicaid,No,No,other,23,85.5
577,No,Yes,Yes,No,> $80k,0,single,48,Female,14,12,149.9,61.38,No,Yes,Covered,Yes,No,white,29,68
579,Yes,No,No,Yes,$20-$40k,1,divorced,48,Male,8,6,159.74,65.18,Yes,Yes,Medicaid,No,No,white,33,84
581,Yes,No,No,Yes,$20-$40k,0,divorced,26,Male,12,8,305.9,63.47,No,Yes,Medicaid,No,Yes,white,13,66.5
583,Yes,Yes,No,Yes,Under $20k,0,single,48,Male,12,10,164.35,64.02,Yes,Yes,Covered & Medicaid,No,No,white,15,63
585,Yes,Yes,No,No,$20-$40k,1,single,41,Female,6,6,202.1,53.72,No,Yes,Covered,Yes,No,white,29,72
586,Yes,No,No,No,Under $20k,2,single,47,Male,11,10,132.46,73.42,Yes,Yes,Covered & Medicaid,No,Yes,white,34,92
587,Yes,No,No,Yes,Under $20k,1,single,48,Female,12,8,166.44,63.01,Yes,Yes,Covered & Medicaid,No,No,white,39,58.5
588,Yes,Yes,No,No,Under $20k,2,divorced,46,Male,8,9,197.98,65.08,Yes,No,Covered & Medicaid,No,No,white,22,55
589,No,No,Yes,Yes,> $80k,0,single,18,Female,12,10,274.77,63.55,Yes,Yes,Other,No,No,white,40,53.5
591,Yes,Yes,Yes,No,$40-$80k,0,single,43,Male,12,9,211.66,66.68,Yes,No,Covered,Yes,No,white,17,63.5
592,No,No,No,No,Under $20k,2,divorced,43,Female,11,7,121.83,69.53,No,Yes,Medicaid,No,No,black,25,74
595,Yes,Yes,No,No,$20-$40k,1,divorced,54,Male,16,14,200.23,61.86,No,Yes,Covered & Medicaid,No,No,white,16,59
597,Yes,Yes,No,No,$20-$40k,1,single,30,Male,13,10,159.42,63.89,No,Yes,Medicaid,Yes,No,black,23,60.5
598,No,Yes,No,No,Under $20k,1,single,48,Female,12,15,128.57,61.28,No,No,Covered & Medicaid,Yes,No,white,1,52
599,No,No,No,No,Under $20k,1,married,48,Female,10,12,164.29,72.28,Yes,Yes,Covered & Medicaid,Yes,No,white,11,75.5
600,Yes,No,No,Yes,Under $20k,3,married,45,Female,8,10,212.05,55.23,Yes,Yes,Medicaid,Yes,No,black,13,75.5
604,No,Yes,No,Yes,$20-$40k,2,single,44,Male,8,16,151.58,60.28,Yes,Yes,Covered,No,No,white,10,46.5
606,No,Yes,No,No,$40-$80k,3,married,22,Female,14,7,134.68,73.39,Yes,No,Medicaid,Yes,No,other,20,39.5
610,Yes,Yes,No,No,$20-$40k,2,married,52,Male,14,6,227.87,69.09,No,Yes,Covered & Medicaid,Yes,No,white,8,49
611,Yes,No,Yes,No,$40-$80k,2,married,42,Male,14,7,294.55,65.08,No,No,Covered,No,No,white,37,59
613,Yes,Yes,No,No,Under $20k,2,divorced,46,Male,7,8,179.53,75.63,No,Yes,Medicaid,No,No,black,30,69
615,Yes,Yes,No,No,$20-$40k,2,single,51,Male,8,12,218.82,63.47,Yes,No,Covered & Medicaid,Yes,No,white,10,60.5
616,Yes,No,No,No,$20-$40k,1,married,59,Female,14,9,116.02,58.67,Yes,No,Medicaid,Yes,No,white,26,64
617,Yes,No,No,Yes,$20-$40k,2,single,51,Male,8,9,130.08,72.68,No,Yes,Covered & Medicaid,No,No,white,24,57.5
619,Yes,No,No,Yes,$20-$40k,1,married,46,Female,14,10,141.19,53.72,No,No,Covered & Medicaid,No,No,white,18,86.5
620,No,No,No,Yes,Under $20k,0,single,54,Male,11,9,179.38,68.29,No,No,Medicaid,No,No,white,40,42
621,Yes,Yes,No,Yes,Under $20k,1,single,26,Male,11,11,136.86,65.08,Yes,Yes,Other,Yes,No,black,28,72.5
622,No,No,No,Yes,$20-$40k,1,divorced,51,Female,12,8,93.1,59.01,No,Yes,Covered & Medicaid,No,No,white,31,77
623,Yes,Yes,No,Yes,Under $20k,2,single,29,Female,12,10,127.36,57.04,Yes,Yes,Medicaid,No,No,white,7,72.5
624,No,No,No,Yes,Under $20k,1,single,42,Female,12,11,143.2,57.58,No,Yes,Covered,No,No,white,34,47.5
625,Yes,No,No,Yes,> $80k,1,divorced,43,Male,12,10,193.67,72.31,Yes,Yes,Covered,Yes,No,white,13,73
627,Yes,No,No,No,Under $20k,1,single,58,Male,14,10,171.2,75.52,No,No,Covered,Yes,No,white,37,86
628,Yes,No,No,No,Under $20k,2,divorced,45,Male,10,9,213.12,65.88,Yes,Yes,Covered,Yes,No,white,12,70.5
634,Yes,No,No,Yes,Under $20k,1,divorced,46,Male,8,7,157.21,58.65,No,Yes,Medicaid,No,No,black,14,90
635,Yes,No,No,No,Under $20k,1,single,39,Male,1,11,221.65,59.45,Yes,Yes,Medicaid,No,No,white,36,84.5
636,No,No,No,No,Under $20k,2,single,33,Female,16,11,193.83,61.28,Yes,No,Medicaid,No,Yes,white,20,48
637,Yes,Yes,No,No,Under $20k,1,single,54,Male,14,11,174.57,70.7,Yes,Yes,Covered & Medicaid,No,Yes,white,21,70
638,Yes,No,No,No,Under $20k,1,single,62,Male,8,8,126.26,70.7,No,Yes,Medicare,No,No,black,23,88.5
640,Yes,Yes,No,No,Under $20k,1,single,43,Male,5,9,182.62,71.5,No,Yes,Covered,Yes,No,white,2,79
641,Yes,No,No,No,Under $20k,2,single,31,Female,13,12,121.83,57.51,Yes,Yes,Covered,No,Yes,white,26,77
642,Yes,No,Yes,No,$40-$80k,1,single,23,Male,13,15,165.23,62.67,No,Yes,Covered,Yes,No,white,22,76.5
643,Yes,No,No,No,Under $20k,1,single,47,Male,10,13,157.76,58.65,No,Yes,Medicaid,Yes,No,white,30,61.5
644,Yes,Yes,No,Yes,Under $20k,2,married,53,Male,12,9,95.19,58.26,Yes,Yes,Medicaid,Yes,No,black,15,54.5
645,No,No,No,No,Under $20k,1,single,50,Female,10,9,153.06,57.04,No,No,Medicaid,Yes,No,white,31,44.5
646,Yes,Yes,Yes,Yes,$40-$80k,1,divorced,50,Male,14,12,178.03,75.52,No,No,Covered,No,No,white,22,58.5
648,Yes,Yes,No,Yes,$20-$40k,0,single,40,Female,10,14,101.53,66.81,No,Yes,Medicaid,No,No,white,22,71.5
649,No,Yes,No,Yes,$20-$40k,3,married,48,Male,12,6,142.48,60.26,No,No,Medicaid,No,No,white,30,38
650,Yes,No,Yes,Yes,$40-$80k,1,single,60,Female,12,8,149.22,59.01,Yes,Yes,Covered,Yes,No,white,40,67
652,Yes,Yes,No,No,Under $20k,3,divorced,34,Female,14,9,112.19,55.23,Yes,Yes,Covered,No,No,white,12,68
653,No,No,No,Yes,Under $20k,0,single,50,Male,10,10,203.76,58.65,Yes,No,Covered & Medicaid,No,No,white,26,40
654,Yes,No,No,No,Under $20k,0,divorced,50,Male,10,7,122.39,61.72,No,Yes,Medicaid,Yes,No,white,24,68
655,Yes,Yes,No,No,Under $20k,3,divorced,32,Male,18,8,210.43,56.24,No,Yes,Covered,No,No,black,8,82.5
656,Yes,No,No,No,$20-$40k,1,single,29,Male,14,11,195.96,73.11,No,No,Other,No,No,other,40,64
657,No,No,No,No,Under $20k,2,divorced,43,Male,7,11,127.94,60.56,Yes,No,Covered,Yes,No,black,35,59.5
658,No,No,No,Yes,Under $20k,2,single,56,Female,8,8,129.25,63.55,No,No,Medicaid,Yes,No,white,34,41
659,No,Yes,No,No,Under $20k,1,single,51,Male,13,11,192.2,65.88,No,No,Covered & Medicaid,No,No,white,1,65
660,Yes,No,No,Yes,$20-$40k,1,divorced,43,Male,9,10,272.81,69.09,Yes,Yes,Covered,No,No,white,31,89.5
661,Yes,No,No,No,$20-$40k,0,married,49,Female,12,10,182.57,61.28,Yes,Yes,Medicaid,Yes,No,white,15,53
663,Yes,No,No,Yes,Under $20k,3,divorced,52,Female,12,9,139.61,70.24,No,Yes,Medicaid,No,No,white,34,63
666,No,Yes,Yes,No,$40-$80k,0,single,49,Male,6,6,207.28,73.91,No,Yes,Covered,Yes,No,white,22,37.5
670,No,No,No,Yes,Under $20k,1,single,56,Female,12,10,93.21,55.23,No,No,Medicaid,No,No,white,11,60
671,No,Yes,No,Yes,$40-$80k,1,single,31,Female,15,15,153.88,62.04,Yes,No,Covered,No,No,white,24,42
672,Yes,No,No,No,Under $20k,0,divorced,36,Male,10,10,173.42,65.08,Yes,Yes,Covered & Medicaid,No,No,white,29,72.5
674,No,Yes,No,No,Under $20k,1,married,43,Female,9,8,129.04,59.77,No,Yes,Other,Yes,No,other,6,64.5
675,No,No,No,Yes,Under $20k,2,single,24,Female,16,15,147.87,61.28,Yes,No,Covered,No,No,black,30,46.5
678,Yes,No,No,No,Under $20k,0,single,46,Male,9,7,131.79,71.5,No,No,Medicaid,No,No,white,25,50.5
680,No,Yes,No,No,Under $20k,1,single,35,Female,10,8,149.55,56.75,Yes,No,Medicaid,No,No,white,8,48.5
681,Yes,No,No,No,$20-$40k,2,single,31,Male,11,9,153.59,75.05,No,Yes,Medicaid,No,No,white,18,74.5
682,Yes,Yes,No,Yes,Under $20k,1,single,45,Female,8,7,124.08,52.96,Yes,Yes,Covered,No,No,white,22,52
683,Yes,No,No,Yes,Under $20k,0,single,61,Female,16,8,76.3,70.62,Yes,Yes,Medicaid,No,No,white,21,77.5
686,Yes,No,No,No,$20-$40k,3,divorced,44,Female,12,9,231.36,71.88,Yes,No,Covered,No,No,white,26,72
688,Yes,No,No,No,Under $20k,1,single,50,Female,9,10,137.02,61.88,Yes,No,Covered & Medicaid,Yes,No,black,16,88.5
690,No,Yes,No,No,Under $20k,1,single,40,Male,10,11,262.41,57.04,Yes,No,Other,No,No,black,6,37
693,Yes,Yes,No,No,$20-$40k,1,single,47,Female,4,12,164.23,61.28,Yes,No,Medicaid,No,No,black,13,57
695,Yes,Yes,No,No,Under $20k,0,divorced,41,Female,0,7,108.23,60.3,Yes,Yes,Medicaid,Yes,No,white,7,62
698,Yes,No,Yes,No,> $80k,0,single,44,Male,20,15,210.64,72.31,Yes,Yes,Covered,No,No,white,33,62.5
699,Yes,Yes,No,No,Under $20k,4,married,40,Male,12,9,134.5,68.64,Yes,Yes,Medicaid,Yes,No,white,10,62
700,No,No,No,No,Under $20k,0,married,45,Male,14,13,148.66,72.31,Yes,Yes,Medicaid,No,Yes,white,12,64.5
703,No,No,No,Yes,Under $20k,0,divorced,61,Female,8,6,110.91,56.75,Yes,Yes,Covered & Medicaid,No,No,white,38,28.5
704,No,No,No,No,Under $20k,1,divorced,44,Male,11,10,260.02,63.47,No,No,Medicaid,No,No,other,18,86
707,No,No,No,Yes,Under $20k,4,married,50,Female,8,7,117.44,65.82,No,No,Medicaid,No,No,white,35,61
709,Yes,No,Yes,Yes,$40-$80k,2,divorced,25,Male,16,10,114.32,65.08,Yes,Yes,Covered,No,No,white,40,60
710,No,No,No,No,Under $20k,2,married,53,Female,8,10,195.85,58.26,No,Yes,Medicaid,Yes,No,black,38,62.5
711,Yes,Yes,No,No,Under $20k,1,single,58,Female,10,8,159.46,56.75,No,Yes,Medicaid,No,No,white,10,52
712,Yes,No,No,No,$40-$80k,0,divorced,57,Female,16,11,134.28,61.92,No,Yes,Covered,Yes,No,white,18,55.5
713,Yes,No,Yes,Yes,> $80k,1,single,46,Female,12,7,187.18,54.48,Yes,No,Covered,No,No,white,29,90
714,Yes,Yes,No,Yes,$20-$40k,2,divorced,60,Male,20,9,101.78,58.65,No,No,Covered & Medicaid,No,No,white,18,56
716,Yes,No,No,Yes,Under $20k,0,single,37,Female,10,6,163.94,61.92,No,Yes,Covered,No,No,white,27,75
719,Yes,Yes,No,No,Under $20k,1,single,23,Female,11,10,344.63,74.15,Yes,Yes,Covered,No,No,white,25,84
720,No,No,No,No,Under $20k,0,single,48,Male,8,12,125.23,71.5,No,No,Other,No,Yes,black,15,46.5
725,No,No,No,No,$40-$80k,1,single,43,Female,15,13,122.94,58.12,Yes,Yes,Covered,No,Yes,white,36,57
727,No,Yes,No,No,$40-$80k,1,single,53,Female,12,15,189.3,63.55,No,No,Covered,No,No,white,11,62
729,Yes,Yes,Yes,No,$40-$80k,0,divorced,36,Female,14,9,151.8,61.25,Yes,Yes,Covered,Yes,No,white,6,51
730,Yes,Yes,No,No,Under $20k,2,divorced,36,Male,11,10,186.72,78.13,No,Yes,Medicaid,Yes,No,white,28,59
731,No,No,No,Yes,Under $20k,5,married,52,Female,10,8,154.4,74.15,No,No,Medicaid,No,No,white,25,48.5
733,No,Yes,Yes,Yes,$40-$80k,2,married,39,Male,9,14,190.85,60.26,Yes,Yes,Covered,Yes,No,white,20,63
735,Yes,Yes,No,No,$20-$40k,1,married,47,Male,12,14,229.58,65.08,Yes,Yes,Covered & Medicaid,Yes,No,white,6,66.5
736,No,No,No,No,Under $20k,2,married,51,Female,8,10,246.15,59.77,No,No,Covered & Medicaid,Yes,No,white,17,35.5
737,Yes,No,No,No,Under $20k,2,married,54,Male,9,8,140.36,64.27,Yes,No,Medicaid,No,No,white,30,77.5
739,Yes,No,No,No,Under $20k,0,single,56,Male,8,11,205.23,71.5,Yes,Yes,Covered & Medicaid,Yes,No,white,36,58
740,No,No,No,Yes,Under $20k,1,single,47,Female,8,11,161.53,57.5,No,No,Medicaid,No,No,white,17,46
742,Yes,No,No,Yes,$20-$40k,2,divorced,53,Male,17,6,130.54,57.84,No,No,Medicaid,No,No,white,32,76
743,Yes,Yes,No,No,Under $20k,2,single,59,Female,11,9,108.07,66.27,No,Yes,Medicaid,Yes,No,white,4,45
